Model ID,Chassis,Name,Threat Value,Unit Availability,Armor Rating,Hull,Structure,Actions,Gunnery Skill,Piloting Skill,Type,Height,Movement Primary,Movement Secondary,Added note,Notes Generic,Workflow brought over,Build notes,Role Primary,Role Secondary,MJH TV comments,Leagueless,In Brigand Release,Sensors,Description,Alternate Names,Stock Flag,Debut Year,Debut Notes
462,F6-16,F6-16: Support Pack,10,"GP, FS",6,3,3,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,Sniper,Artillery,,No,Yes,"12""",,,,,
463,BF2-21,BF2-21: No Pack,12,GP,6,4,2,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,Sniper,,,No,Yes,"12""",,,,,
464,BF2-21,BF2-21: Anti-Tank Pack,14,GP,6,4,2,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,Tank Destroyer,,,No,Yes,"12""",,,,,
465,BF2-21,BF2-21: Assault Pack,13,GP,6,4,2,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,Gear Destroyer,,,No,Yes,"12""",,,,,
466,BF2-21,BF2-21: Recon Pack,15,"GP, RC",6,4,2,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,TD Recon,Sniper,,No,Yes,"16""",,,,,
467,BF2-21,BF2-21: Support Pack,14,GP,6,4,2,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,Sniper,Artillery,,No,Yes,"12""",,,,,
468,BF2-25,BF2-25: No Pack,17,"RC, SF",6,3,3,1,3,3,Gear,"1.5""","W:6""","H:10""",,,,,Sniper,,,No,Yes,"16""",,,,,
469,BF2-25,BF2-25: Anti-Tank Pack,19,"RC, SF",6,3,3,1,3,3,Gear,"1.5""","W:6""","H:10""",,,,,Tank Destroyer,Sniper,,No,Yes,"16""",,,,,
470,BF2-25,BF2-25: Assault Pack,19,"RC, SF",6,3,3,1,3,3,Gear,"1.5""","W:6""","H:10""",,,,,Gear Destroyer,,,No,Yes,"16""",,,,,
471,BF2-25,BF2-25: Recon Pack,19,"RC, SF",6,3,3,1,3,3,Gear,"1.5""","W:6""","H:10""",,,,,TD Recon,Sniper,,No,Yes,"20""",,,,,
472,F6-16-S,CF6-16-S,14,"RC (CMD), SF (CMD)",6,3,3,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,Sniper,EWAR,,No,Yes,"12""",,,,,
473,F6-16-S,F6-16-S: Assault Pack,10,SF,6,3,3,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,Gear Destroyer,,,No,Yes,"12""",,,,,
474,F6-16-S,F6-16-S: Recon Pack,13,"RC, SF",6,3,3,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,TD Recon,Sniper,,No,Yes,"16""",,,,,
475,BF2-19,BF2-19: No Pack,20,FS,8,4,2,1,3,3,Gear,"2""","W:4""","H:7""",,,,,Anchor,Sniper,,No,Yes,"12""",,,,,
476,BF2-19,BF2-19: Anti-Tank Pack,20,FS,8,4,2,1,3,3,Gear,"2""","W:4""","H:7""",,,,,Tank Destroyer,Anchor,,No,Yes,"12""",,,,,
477,BF2-19,BF2-19: Assault Pack,20,FS,8,4,2,1,3,3,Gear,"2""","W:4""","H:7""",,,,,Gear Destroyer,Anchor,,No,Yes,"12""",,,,,
478,BF2-19,BF2-19: Support Pack,20,FS,8,4,2,1,3,3,Gear,"2""","W:4""","H:7""",,,,,Sniper,Artillery,,No,Yes,"12""",,,,,
479,BF2-19,BF2-19: Recon Pack,21,"FS, RC",8,4,2,1,3,3,Gear,"2""","W:4""","H:7""",,,,,Gear Destroyer,Tank Destroyer,,No,Yes,"16""",,,,,
480,"MHT-68 ""Predator""","MHT-68 ""Predator""",26,"FS, SK",10,3,3,3,3,2,Vehicle,"2""","H:8""",,,,,,Anchor,,,No,Yes,"12""",,,Yes,,
481,"MHT-68 ""Predator""","MHT-68 ""Predator"": AA Pack",26,"FS, SK",10,3,3,3,3,2,Vehicle,"2""","H:8""",,,,,,Anchor,Sniper,,No,Yes,"12""",,,,,
482,"MHT-68 ""Predator""","MHT-68 ""Predator"": Assault Pack",26,"FS, SK",10,3,3,3,3,2,Vehicle,"2""","H:8""",,,,,,Anchor,Gear Destroyer,,No,Yes,"12""",,,,,
483,"MHT-72 ""Extirpator""","MHT-72 ""Extirpator""",29,"FS, SK",10,3,3,3,3,2,Vehicle,"2""","H:7""",,,,,,Anchor,,,No,Yes,"16""",,,Yes,,
484,"MHT-72 ""Extirpator""","MHT-72 ""Extirpator"": AA Pack",29,"FS, SK",10,3,3,3,3,2,Vehicle,"2""","H:7""",,,,,,Anchor,Tank Destroyer,,No,Yes,"16""",,,,,
485,"MHT-72 ""Extirpator""","MHT-72 ""Extirpator"": Assault Pack",29,"FS, SK",10,3,3,3,3,2,Vehicle,"2""","H:7""",,,,,,Anchor,Infantry Destroyer,,No,Yes,"16""",,,,,
486,"MHT-95 ""Brute""","MHT-95 ""Brute""",20,"SK, FS",9,3,3,2,3,3,Vehicle,"2""","H:6""",,,,,,Sniper,Tank Destroyer,,No,Yes,"16""",,,Yes,,
487,"MHT-95 ""Brute""","MHT-95 ""Brute"": Assault Pack",19,"SK, FS",9,3,3,2,3,3,Vehicle,"2""","H:6""",,,,,,Anchor,Gear Destroyer,,No,Yes,"16""",,,,,
488,"MHT-95 ""Brute""","MHT-95 ""Brute"": Support Pack",19,FS,9,3,3,2,3,3,Vehicle,"2""","H:6""",,,,,,Gear Destroyer,,,No,Yes,"16""",,,,,
489,"LHT-67 ""Prowler""","LHT-67 ""Prowler""",17,SK,8,3,3,2,3,3,Vehicle,"2""","H:10""",,,,,,Strike,Sniper,,No,Yes,"12""",,,Yes,,
490,"LHT-67 ""Prowler""","LHT-67 ""Prowler"": AA Pack",17,SK,8,3,3,2,3,3,Vehicle,"2""","H:10""",,,,,,Sniper,Gear Destroyer,,No,Yes,"12""",,,,,
491,"LHT-67 ""Prowler""","LHT-67 ""Prowler"": Assault Pack",16,SK,8,3,3,2,3,3,Vehicle,"2""","H:10""",,,,,,Strike,Infantry Destroyer,,No,Yes,"12""",,,,,
492,"LHT-71 ""Executioner""","LHT-71 ""Executioner""",19,SK,8,3,3,2,3,3,Vehicle,"2""","H:9""",,,,,,Strike,Infantry Destroyer,,No,Yes,"16""",,,Yes,,
493,"LHT-71 ""Executioner""","LHT-71 ""Executioner"": AA Pack",19,SK,8,3,3,2,3,3,Vehicle,"2""","H:9""",,,,,,Sniper,Tank Destroyer,,No,Yes,"16""",,,,,
494,"LHT-71 ""Executioner""","LHT-71 ""Executioner"": Assault Pack",18,SK,8,3,3,2,3,3,Vehicle,"2""","H:9""",,,,,,Infantry Destroyer,Gear Destroyer,,No,Yes,"16""",,,,,
495,"HPC-63 ""Pacifier""","HPC-63 ""Pacifier""",7,IN,7,3,3,1,3,3,Vehicle,"2""","H:9""",,"yes, duckbro",,,this is the older hpc-63 model,Transport,Gear Destroyer,,No,Yes,"12""",,,Yes,,
496,"HPC-63 ""Pacifier""","HPC-63  ""Pacifier"" Support",9,IN,7,3,3,1,3,3,Vehicle,"2""","H:9""",,"yes, duckbro",,,this is the older hpc-63 model,Strike,Transport,,No,Yes,"12""",,,,,
498,"HC-3A ""Mediator""","HC-3A ""Mediator""",12,"RC, IN",5,3,3,1,3,4,Vehicle,"2""","H:10""",,,,,,EWAR,TD Recon,,No,Yes,"20""",,,Yes,,
499,Mordred GREL Infantry,Mordred GREL Infantry Squad,5,IN,4,3,1,1,4,4,Infantry,"1""","W:4""",,,,,,Infantry Destroyer,Objective Securer,,,Yes,"12""",,,,,
500,Mordred GREL Infantry,Mordred GREL Mortar Squad,6,IN,4,3,1,1,4,4,Infantry,"1""","W:4""",,,,,,Artillery,Infantry Destroyer,,,Yes,"12""",,,,,
501,Mordred GREL Infantry,Mordred GREL Anti-Tank Squad,7,IN,4,3,1,1,4,4,Infantry,"1""","W:4""",,,,,,Tank Destroyer,Infantry Destroyer,,,Yes,"12""",,,,,
503,Morgana GREL Infantry,Morgana GREL Assault Team,5,SF,3,2,0,1,4,4,Infantry,"0.5""","W:5""",,,,,,Infantry Destroyer,Assault,,No,Yes,"12""",,,,,
504,Morgana GREL Infantry,Morgana GREL Sniper Team,6,SF,3,2,0,1,4,4,Infantry,"0.5""","W:5""",,,,,,Tank Destroyer,,,No,Yes,"12""",,,,,
505,Mordred GREL Hoverbike,Mordred GREL Hoverbike Squad,8,IN,4,3,1,1,4,4,Infantry,"1""","H:12""",,,,,,Tank Destroyer,Infantry Destroyer,,No,Yes,"12""",,,,,
507,FLAIL Powered Suit,Mordred FLAIL Infantry Squad,7,SI,5,3,1,1,3,3,Infantry,"1""","W:4""","H:6""",,,,2 or 3 models on a 40mm round or 3 hexes,Infantry Destroyer,Gear Destroyer,,No,Yes,"12""",,,,,
508,FLAIL Powered Suit,Mordred FLAIL Mortar Squad,8,SI,5,3,1,1,3,3,Infantry,"1""","W:4""","H:6""",,,,2 or 3 models on a 40mm round or 3 hexes,Artillery,Infantry Destroyer,,No,Yes,"12""",,,,,
509,FLAIL Powered Suit,Mordred FLAIL Anti-Tank  Squad,10,SI,5,3,1,1,3,3,Infantry,"1""","W:4""","H:6""",,,,2 or 3 models on a 40mm round or 3 hexes,Tank Destroyer,Gear Destroyer,,No,Yes,"12""",,,,,
511,FLAIL Powered Suit,Morgana FLAIL Team,7,SF,4,2,0,1,3,3,Infantry,"1""","W:5""","H:7""",,,,single model on a 25mm or hex,Assault,Infantry Destroyer,,No,Yes,"12""",,,,,
513,"HHT-90 ""Overlord""",HHT-90 Turret,,"FS, IN",11,3,3,3,3,1,Vehicle,"3""",,,,,,,Anchor,Tank Destroyer,,No,Yes,"16""",,,,,
514,"HHT-90 ""Overlord""","HHT-90 ""Overlord""",90,"FS, IN",12,4,4,3,3,1,Vehicle,"3""","H:6""",,,,,,Anchor,Gear Destroyer,,No,Yes,"16""",,,,,
515,"Type 42 ""Peregrine"" Gunship","Type 42 ""Peregrine"" Gunship",16,SK,6,3,3,2,3,4,Vehicle,"3""","H:12""",,,,,,Strike,Gear Destroyer,,No,Yes,"12""",,,Yes,,
516,Acco,Acco,6,"GP, FS, SK",5,3,3,1,2,4,Gear,"1""","W:6""",,,,,,Trooper,,,No,Yes,"12""",,,Yes,,
517,Acco,Stalker Acco,6,"GP, SK",5,3,3,1,2,4,Gear,"1""","W:6""",,,,,,Infantry Destroyer,Trooper,,No,Yes,"12""",,,,,
518,Acco,Pyro Acco,6,"GP, SK",5,3,3,1,2,4,Gear,"1""","W:6""",,,,,,Trooper,Infantry Destroyer,,No,Yes,"12""",,,,,
519,Bashan,Bashan,12,"RC, SK",7,3,3,1,3,4,Strider,"1.5""","W:8""",,,,,,TD Recon,EWAR,,No,Yes,"12""",,,Yes,,
520,Bashan,Jammer Bashan,15,"RC, SK",7,3,3,1,3,4,Strider,"1.5""","W:8""",,,,,,EWAR,TD Recon,,No,Yes,"12""",,,,,
521,Aphek,Aphek,12,SK,7,3,3,1,3,3,Strider,"1.5""","W:7""",,,,,,Trooper,Assault,,No,Yes,"12""",,,Yes,,
522,Aphek,Close Support Aphek,12,SK,7,3,3,1,3,3,Strider,"1.5""","W:7""",,,,,,Assault,EWAR,,No,Yes,"12""",,,,,
523,Aphek,Support Aphek,13,"SK, FS",7,3,3,1,3,3,Strider,"1.5""","W:7""",,,,,,Tank Destroyer,Assault,,No,Yes,"12""",,,,,
524,Kadesh,Kadesh,13,SK,8,3,3,1,3,3,Strider,"1.5""","W:6""",,,,,,Assault,,,No,Yes,"12""",,,Yes,,
525,Kadesh,Close Support Kadesh,13,SK,8,3,3,1,3,3,Strider,"1.5""","W:6""",,,,,,Assault,,,No,Yes,"12""",,,,,
526,Kadesh,Support Kadesh,14,"SK, FS",8,3,3,1,3,3,Strider,"1.5""","W:6""",,,,,,Assault,,,No,Yes,"12""",,,,,
527,Meggido,Meggido,17,"FS, SK",9,3,3,1,3,3,Strider,"1.5""","W:5""",,,,,,Gear Destroyer,Assault,,No,Yes,"12""",,,Yes,,
528,Meggido,Support Meggido,17,FS,9,3,3,1,3,3,Strider,"1.5""","W:5""",,,,,,Gear Destroyer,Tank Destroyer,,No,Yes,"12""",,,,,
529,Meggido,Sniper Meggido,20,FS,9,3,3,1,3,3,Strider,"1.5""","W:5""",,,,,,Gear Destroyer,Tank Destroyer,,No,Yes,"12""",,,,,
530,Meggido,Close Support Meggido,18,"FS, SK",9,3,3,1,3,3,Strider,"1.5""","W:5""",,,,,,Gear Destroyer,Assault,,No,Yes,"12""",,,,,
531,Meggido,Rocket Support Meggido,17,FS,9,3,3,1,3,3,Strider,"1.5""","W:5""",,,,,,Tank Destroyer,Gear Destroyer,,No,Yes,"12""",,,,,
532,Ammon,Ammon,23,FS,10,3,3,2,3,2,Strider,"1.5""","W:5""",,,,,,Gear Destroyer,,,No,Yes,"12""",,,Yes,,
533,Ammon,Support Ammon,28,FS,10,3,3,2,3,2,Strider,"1.5""","W:5""",,,,,,Sniper,Tank Destroyer,,No,Yes,"12""",,,,,
534,Ammon,Missile Support Ammon,26,FS,10,3,3,2,3,2,Strider,"1.5""","W:5""",,,,,,Tank Destroyer,Artillery,,No,Yes,"12""",,,,,
535,Moab,Moab,25,FS,10,3,3,2,2,2,Strider,"2""","W:6""",,,,,,Gear Destroyer,,,No,Yes,"12""",,,Yes,,
536,Moab,Close Support Moab,26,FS,10,3,3,2,2,2,Strider,"2""","W:6""",,,,,,Gear Destroyer,,,No,Yes,"12""",,,,,
537,Moab,Support Moab,24,FS,10,3,3,2,2,2,Strider,"2""","W:6""",,,,,,Tank Destroyer,Artillery,,No,Yes,"12""",,,,,
538,Hamath,Hamath,7,IN,7,3,3,1,2,3,Strider,"1.5""","W:7""",,,,,,Transport,,,No,Yes,"12""",,,,,
540,Caprice Infantry,Corporate Troops,2,IN,2,2,2,1,3,3,Infantry,"0.5""","W:3""",,,,,,TD Recon,,,No,Yes,"12""",,,Yes,,
541,Caprice Infantry,Support Troops,4,IN,2,2,2,1,3,3,Infantry,"0.5""","W:3""",,,,,,TD Recon,Artillery,,No,Yes,"12""",,,,,
542,Caprice Infantry,Missile Support Troops,4,IN,2,2,2,1,3,3,Infantry,"0.5""","W:3""",,,,,,Tank Destroyer,TD Recon,,No,Yes,"12""",,,,,
543,Recce Armiger,Recce Armiger,19,"RC, GP",6,4,2,1,3,3,Gear,"1.5""","W:5""","H:8""",,,,,EWAR,Trooper,,No,Yes,"16""",,,Yes,,
544,Recce Armiger,Close Support Recce Armiger,19,"RC, GP",6,4,2,1,3,3,Gear,"1.5""","W:5""","H:8""",,,,,EWAR,Gear Destroyer,,No,Yes,"16""",,,,,
545,Recce Armiger,Missile Support Recce Armiger,20,"RC, FS",6,4,2,1,3,3,Gear,"1.5""","W:5""","H:8""",,,,,EWAR,Tank Destroyer,,No,Yes,"16""",,,,,
546,Support Armiger,Support Armiger,13,"FS, GP",8,5,1,1,3,2,Vehicle,"1""","G:5""",,,,,,Gear Destroyer,Artillery,,No,Yes,"12""",,,Yes,,
547,Support Armiger,Missile Support Armiger,15,FS,8,5,1,1,3,2,Vehicle,"1""","G:5""",,,,,,Artillery,Tank Destroyer,,No,Yes,"12""",,,,,
548,Commando Armiger,Commando Armiger,18,"SK, GP",7,3,3,1,4,4,Gear,"1.5""","W:5""","H:8""",,,,,Strike,Gear Destroyer,,No,Yes,"12""",,,Yes,,
549,Commando Armiger,Grenadier Commando Armiger,17,SK,7,3,3,1,4,4,Gear,"1.5""","W:5""","H:8""",,,,,Strike,Gear Destroyer,,No,Yes,"12""",,,,,
550,Commando Armiger,Sniper Commando Armiger,20,SK,7,3,3,1,4,4,Gear,"1.5""","W:5""","H:8""",,,,,Strike,Sniper,,No,Yes,"12""",,,,,
551,Recon N-KIDU,Recon N-KIDU,4,RC,4,3,1,1,2,3,Gear,"1""","W:6""",,,,,the barrel that looks like a 50 cal machine gun,TD Recon,,,No,Yes,"12""",,,Yes,,
553,Recon N-KIDU,MP Recon N-KIDU,4,RC,4,3,1,1,2,3,Gear,"1""","W:6""",,,,,weapon is the shotgun - slim barrel protruding from fat cylinder,Infantry Destroyer,Recon,,No,Yes,"12""",,,,,
554,Recon N-KIDU,EWAR Recon N-KIDU,4,RC,4,3,1,1,2,3,Gear,"1""","W:6""",,,,,the two barrel little gun,EWAR,,,No,Yes,"12""",,,,,
556,Support N-KIDU,Rocket Support N-KIDU,4,FS,5,3,1,1,3,1,Gear,"1""","G:5""",,,,,,Gear Destroyer,Artillery,,No,Yes,"12""",,,,,
557,Support N-KIDU,Anti-Tank Support N-KIDU,6,FS,5,3,1,1,3,1,Gear,"1""","G:5""",,,,,,Tank Destroyer,Artillery,,No,Yes,"12""",,,,,
559,Commando N-KIDU,Commando N-KIDU,5,SK,4,3,1,1,3,4,Gear,"1.5""","H:8""",,,,,,Tank Destroyer,Objective Securer,,No,Yes,"12""",,,Yes,,
561,Commando N-KIDU,Comms Commando N-KIDU,7,SK,4,3,1,1,3,4,Gear,"1.5""","H:8""",,,,,,EWAR,Recon,,No,Yes,"12""",,,,,
563,Shamhat APE,Shamhat APE,11,"GP (CMD), SK (CMD)",5,4,2,1,3,3,Gear,"1""","W:6""",,,,,marshal golem,EWAR,Airdrop Trooper,,No,Yes,"12""",,,,,
564,Ninlil APE,Ninlil APE,8,GP,5,3,3,1,3,3,Gear,"1""","W:6""",,,,,constable golem,EWAR,Gear Destroyer,,No,Yes,"12""",,,Yes,,
565,Ninlil APE,Ignus Ninlil APE,8,GP,5,3,3,1,3,3,Gear,"1""","W:6""",,,,,constable golem,EWAR,Infantry Destroyer,,No,Yes,"12""",,,,,
566,Ninlil APE,Suppressor Ninlil APE,9,GP,5,3,3,1,3,3,Gear,"1""","W:6""",,,,,constable golem,EWAR,Gear Destroyer,,No,Yes,"12""",,,,,
567,Namtar APE,Namtar APE,9,SK,6,3,3,1,3,3,Gear,"1""","W:6""",,,,,man at arms golem,Airdrop Trooper,,,No,Yes,"12""",,,Yes,,
568,Namtar APE,Sniper Namtar APE,11,SK,6,3,3,1,3,3,Gear,"1""","W:6""",,,,,man at arms golem,Sniper,Airdrop Trooper,,No,Yes,"12""",,,,,
569,Namtar APE,Suppressor Namtar APE,9,SK,6,3,3,1,3,3,Gear,"1""","W:6""",,,,,man at arms golem,Airdrop Trooper,,,No,Yes,"12""",,,,,
570,Namtar APE,Ignus Namtar APE,9,SK,6,3,3,1,3,3,Gear,"1""","W:6""",,,,,man at arms golem,Airdrop Trooper,Infantry Destroyer,,No,Yes,"12""",,,,,
571,Marshal Golem,Marshal Golem,5,"GP (CMD), SK (CMD)",5,4,2,1,3,3,Gear,"1""","W:6""",,,,,,EWAR,Airdrop Trooper,see utopian apes,No,,"12""",,,,,
572,Constable Golem,Constable Golem,5,GP,5,3,3,1,3,3,Gear,"1""","W:6""",,,,,,EWAR,,see utopian apes,No,,"12""",,,Yes,,
573,Constable Golem,Ignus Constable Golem,5,GP,5,3,3,1,3,3,Gear,"1""","W:6""",,,,,,EWAR,Infantry Destroyer,see utopian apes,No,,"12""",,,,,
574,Constable Golem,Suppressor Constable Golem,5,GP,5,3,3,1,3,3,Gear,"1""","W:6""",,,,,,EWAR,,see utopian apes,No,,"12""",,,,,
575,Man at Arms Golem,Man at Arms Golem,5,"SK, FS",6,3,3,1,3,2,Gear,"1""","W:6""",,,,,,Airdrop Trooper,,see utopian apes,No,,"12""",,,Yes,,
576,Man at Arms Golem,Sniper Man at Arms Golem,6,SK,6,3,3,1,3,2,Gear,"1""","W:6""",,,,,,Airdrop Trooper,,see utopian apes,No,,"12""",,,,,
577,Man at Arms Golem,Suppressor Man at Arms Golem,6,"SK, FS",6,3,3,1,3,2,Gear,"1""","W:6""",,,,,,Airdrop Trooper,,see utopian apes,No,,"12""",,,,,
578,Man at Arms Golem,Ignus Man at Arms Golem,5,GP,6,3,3,1,3,2,Gear,"1""","W:6""",,,,,,Airdrop Trooper,Tank Destroyer,see utopian apes,No,,"12""",,,,,
583,Defensive Structure,Autocannon Turret,13,SU,10,4,2,1,3,0,Fortification,"1""","0""",,,,,,,,,No,Yes,"16""",,,,,
584,Defensive Structure,Rocket Turret,14,SU,10,4,2,1,3,0,Fortification,"1""","0""",,,,,,,,,No,Yes,"16""",,,,,
589,Defensive Structure,Bunker,4,SU,10,6,0,0,0,0,Fortification,"1""","0""",,,,,,,,,No,Yes,"12""",,,,,
591,Drone,Recon Drone,1,Attached upgrade,1,1,0,1,0,2,Drone,"0.5""",,,,,,,,,,No,Yes,"12""",,,,,
592,Drone,Demo Drone,1,Attached upgrade,2,1,0,1,2,1,Drone,"0.5""",,,,,,,,,,No,Yes,"12""",,,,,
595,Drone,Defender,2,Attached upgrade,1,1,0,1,2,3,Drone,"0.5""",,,,,,,,,,No,Yes,"12""",,,,,
253,Gladiator,Gladiator,9,GP,6,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,the gladiator is holding 2 sawn off MACs. These are the MPG,Assault,,,Yes,Yes,"12""",,,Yes,,
691,Cuirassier,Cuirassier Flechette,11,SK,6,3,3,1,4,4,Gear,"1.5""","W:6""","G:8""","Yes, from Perfect Storm",,,,Infantry Destroyer,,,,Yes,"12""",,,,,
692,Wallaby,Wallaby Recon Team,3,IN,2,2,0,1,2,3,Infantry,"0.5""","G:9""",,"Yep, team version of wallaby",,,1 Wallaby to a 25mm round suggested,Recon,Objective Securer,,,Yes,"12""",,,,,
693,NuCoal Infantry,Jetpack Infantry Squad,5,IN,2,2,2,1,3,3,Infantry,"0.5""","W:3""",,"Yes, added by the duckbros from their fervent minds",,,Could use different infantry models or just add jetpacks of some sort to regular nucoal models.,Objective Securer,,,No,Yes,"12""",,,,,
694,Jager,Jager Commando,12,SK,6,4,2,1,3,3,Gear,"1.5""","W:5""","G:6""","Yes, jestertrek",,,"Regular Jager with an armoured jacket torso:
http://store.dp9.com/index.php?route=product/product&path=69_73&product_id=683
Use a LATM from a Blitz Jager or any other limited ammo gear LATM. I believe there are some in the southern accessories pack",Trooper,Tank Destroyer,,No,Yes,"12""",,,,1915,"Based on Jager Blitz, designed to hunt dispersed CEF hovertanks"
695,Panda,Prototype Panda,20,FS,8,4,2,2,3,3,Gear,"2""","W:4""","G:6""","Yes, from HG2 game",,,,,,,No,Yes,"12""",,,,,
696,Panda,Savage Panda,20,FS,8,4,2,2,3,3,Gear,"2""","W:4""","G:6""","Yes, from HG2 game",,,,Tank Destroyer,Artillery,,No,Yes,"12""",,,,,
697,Anolis,Anolis Refit,6,RC,4,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""","Yes, from various sources",,,DP9 sells the Anolis R which comes with a VLAC and LRP,TD Recon,,,Yes,Yes,"12""",,,,1933,Refit fixing the problems and marketed as a cheap alternative to Iguana
698,Anolis,Striking Anolis Refit,7,RC,4,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""","Yes, from various sources",,,Anolis R chassis from DP9 with standard LBZ and LRP,TD Recon,Tank Destroyer,,Yes,Yes,"12""",,,,1933,
699,Anolis,Swamp Anolis Refit,9,RC,4,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""","Yes, from various sources",,,pretty standard Anolis R just has a common LAC. No need to model the hand grenades,TD Recon,,,Yes,Yes,"12""",,,,1933,
700,Dartjager,Dartjager,7,SK,5,3,3,1,3,3,Gear,"1.5""","W:6""","G:8""","Yes, various sources",,,DP9 sells a dartjager kit. The VLRP can just be a normal LRP,Interceptor,,,Yes,Yes,"12""",,,Yes,1835,Debuts as a rapid response gear
701,Dartjager,Striking Dartjager,7,SK,5,3,3,1,3,3,Gear,"1.5""","W:6""","G:8""","Yes, various sources",,,dartjager with standard LBZ,Interceptor,Tank Destroyer,,Yes,Yes,"12""",,,,,
702,Dartjager,Gunner Dartjager,8,SK,5,3,3,1,3,3,Gear,"1.5""","W:6""","G:8""","Yes, various sources",,,dartjager with standard MAC,Interceptor,,,Yes,Yes,"12""",,,,,
703,Dartjager,Heavy Shooter Dartjager,6,"FS, SK",5,3,3,1,3,3,Gear,"1.5""","W:6""","G:8""","Yes, various sources",,,If possible it's better to use the older dartjager model rather than the Arena one for this model. The LFM can be represented by the standard LGM or just by a similar sized tube mounted on the V-Engine. Suggest a central back mounting.,Artillery,,,Yes,Yes,"12""",,,,,
704,Copperhead,Copperhead,6,GP,5,4,2,1,3,3,Gear,"1.5""","W:5""","G:6""","yes, various sources",,,"Copperhead is an arena model sold by DP9. You could also emulate it using a Jager with the head from a sidewinder, which looks similar",Assault,Trooper,,Yes,Yes,"12""",,,Yes,18??,
705,Copperhead,Brawler Copperhead,7,GP,5,4,2,1,3,3,Gear,"1.5""","W:5""","G:6""","yes, various sources",,,"Copperhead is an arena model sold by DP9. You could also emulate it using a Jager with the head from a sidewinder
The LAC/LGL is a common paratroop weapon",Trooper,Assault,,Yes,Yes,"12""",,,,,
706,Copperhead,Gunner Copperhead,7,GP,5,4,2,1,3,3,Gear,"1.5""","W:5""","G:6""","yes, various sources",,,Copperhead is an arena model sold by DP9. You could also emulate it using a Jager with the head from a sidewinder,Trooper,Assault,,Yes,Yes,"12""",,,,,
707,Copperhead,Striking Copperhead,7,GP,5,4,2,1,3,3,Gear,"1.5""","W:5""","G:6""","yes, various sources",,,Copperhead is an arena model sold by DP9. You could also emulate it using a Jager with the head from a sidewinder,Tank Destroyer,Trooper,,Yes,Yes,"12""",,,,,
708,Rattlesnake,Rattlesnake,5,"GP, SK",5,3,3,1,2,3,Gear,"1.5""","W:5""","G:6""","yes, various sources",,,Rattlesnakes are identical to Jagers but with a different head (which comes in two parts). Kits to upgrade jagers into Rattlesnakes are in the southern accessories pack. The MRP is standard,Trooper,,,Yes,Yes,"12""",,,Yes,1731,developed from lessons of St Vincent's War
709,Rattlesnake,Riotmaster Rattlesnake,5,"GP, SK",5,3,3,1,2,3,Gear,"1.5""","W:5""","G:6""","yes, various sources",,,Rattlesnakes are identical to Jagers but with a different head (which comes in two parts). Kits to upgrade jagers into Rattlesnakes are in the southern accessories pack. The MRP is standard,Infantry Destroyer,Trooper,,Yes,Yes,"12""",,,,,
710,Rattlesnake,Swamp Rattlesnake,8,SK,5,3,3,1,2,3,Gear,"1.5""","W:5""","G:6""","yes, various sources",,,"Rattlesnakes are identical to Jagers but with a different head (which comes in two parts). Kits to upgrade jagers into Rattlesnakes are in the southern accessories pack. The MRP is standard
The medium and light snub cannons appear to be identical, though tac era snub cannons are smaller and could be used as mediums, or you could cut down the length of the snub cannon a bit to differentiate the LSC",Trooper,,,Yes,Yes,"12""",,,,,
711,Basilisk,Basilisk,6,GP,6,3,3,1,3,3,Gear,"1.5""","W:5""","G:7""","yes, various sources",,,Basilisk is still sold by DP9,Trooper,,,Yes,Yes,"12""",,,Yes,1838,Debuts as light trooper
712,Basilisk,Striking Basilisk,7,GP,6,3,3,1,3,3,Gear,"1.5""","W:5""","G:7""","yes, various sources",,,Basilisk is still sold by DP9,Tank Destroyer,Trooper,,Yes,Yes,"12""",,,,,
713,Basilisk,Gunner Basilisk,7,GP,6,3,3,1,3,3,Gear,"1.5""","W:5""","G:7""","yes, various sources",,,Basilisk is still sold by DP9,Trooper,,,Yes,Yes,"12""",,,,,
714,Basilisk,Nash Basilisk,12,SF,6,3,3,1,3,3,Gear,"1.5""","W:5""","G:7""","yes, various sources",,,"Basilisk is still sold by DP9. The Nash's stealth can just be a different paintjob since it isn't a native stealth model (no need for electric V engine etc)
The one limited LATM is from a blitz jager or similar. I think there are some in the southern bits pack",Tank Destroyer,Trooper,,Yes,Yes,"12""",,,,,
715,Basilisk,Swamp Basilisk,8,SK,6,3,3,1,3,3,Gear,"1.5""","W:5""","G:7""","yes, various sources",,,DP9 still sells the basilisk,Trooper,,,Yes,Yes,"12""",,,,,
